genome_name,name,Lineage,Phyla,Group,strain,biosample,bioproject,study,reference,code,accession,assemly_status,size,gc,replicons,wgs,scaffolds,cds,release_date,genbank_ftp,refseq_ftp
GCA_000420085.1,Desulfospira joergensenii DSM 10085,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 10085,SAMN02440566,PRJNA182447,JGI Isolate sequencing,NA,Isolate,GCA_000420085.1,Contig,6.11947,50.6,,ATUG01,6,5490,2013-07-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/085/GCA_000420085.1_ASM42008v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/085/GCF_000420085.1_ASM42008v1
GCA_003554395.1,Syntrophomonadaceae bacterium,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,T1Sed10_2,SAMN08575104,PRJNA434545,soda lake metagenome,NA,Freshwater,GCA_003554395.1,Contig,1.8877,50.7,,PWGD01,201,0,2018-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/554/395/GCA_003554395.1_ASM355439v1,
GCA_002783705.1,Deltaproteobacteria bacterium CG_4_8_14_3_um_filter_51_11,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,CG_4_8_14_3_um_filter_51_11,SAMN06659920,PRJNA362739,aquifer metagenome,Probst et al. 2026,Subsurface,GCA_002783705.1,Scaffold,3.39211,50.7,,PFID01,297,3060,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/705/GCA_002783705.1_ASM278370v1,
GCA_002784205.1,Deltaproteobacteria bacterium CG_4_10_14_3_um_filter_51_14,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,CG_4_10_14_3_um_filter_51_14,SAMN06659861,PRJNA362739,aquifer metagenome,Probst et al. 2021,Subsurface,GCA_002784205.1,Scaffold,3.42137,50.7,,PFKK01,337,3094,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/784/205/GCA_002784205.1_ASM278420v1,
GCA_001874005.1,Desulfobacteraceae bacterium CG2_30_51_40,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,CG2_30_51_40,SAMN04328281,PRJNA297582,groundwater metagenome/Subsurface,Probst et al. 2017,Subsurface,GCA_001874005.1,Scaffold,3.43977,50.7,,MNYJ01,229,2980,2016-11-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/005/GCA_001874005.1_ASM187400v1,
GCA_002067165.1,Syntrophorhabdus sp. PtaB.Bin006,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PtaB.Bin006,SAMN04534962,PRJNA310790,sludge wastewater metagenome,Nobu et al. 2017,Engineered,GCA_002067165.1,Contig,3.48845,50.7,,MVQN01,255,3328,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/067/165/GCA_002067165.1_ASM206716v1,
GCA_002382705.1,Geobacter sp. UBA4057,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA4057,SAMN06454800,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002382705.1,Scaffold,2.34337,50.8,,DFZL01,61,0,2017-09-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/382/705/GCA_002382705.1_ASM238270v1,
GCA_001829415.1,Spirochaetes bacterium GWF1_51_8,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,,SAMN04313954,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001829415.1,Scaffold,3.54304,50.8,,MIBE01,77,3176,2016-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/415/GCA_001829415.1_ASM182941v1,
GCA_002498375.1,Methanocorpusculum sp. UBA424,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,UBA424,SAMN06027378,PRJNA348753,Parks 2017 UBA reassembly,Pit mud of Chinese liqour fermentation reactorMetagenome,Sediment,GCA_002498375.1,Scaffold,1.5618,50.9,,DAHC01,15,0,2017-10-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/375/GCA_002498375.1_ASM249837v1,
GCA_002503825.1,Methanoregulaceae archaeon UBA467,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,UBA467,SAMN06027139,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002503825.1,Scaffold,2.83869,50.9,,DASP01,17,0,2017-10-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/825/GCA_002503825.1_ASM250382v1,
GCA_001604385.1,Spirochaetales bacterium Spiro_09,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,Spiro_09,SAMN03837567,PRJNA284316,anaerobic digester metagenome,NA,Engineered,GCA_001604385.1,Scaffold,2.72255,51,,LVBK01,83,0,2016-03-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/604/385/GCA_001604385.1_ASM160438v1,
GCA_001802095.1,Geobacteraceae bacterium GWB2_52_12,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,,SAMN04313901,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001802095.1,Scaffold,2.96288,51,,MGZH01,265,2246,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/802/095/GCA_001802095.1_ASM180209v1,
GCA_002067475.1,Syntrophorhabdus sp. PtaU1.Bin153,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PtaU1.Bin153,SAMN04534969,PRJNA310790,sludge wastewater metagenome,Nobu et al. 2017,Engineered,GCA_002067475.1,Contig,3.90913,51,,MVRT01,287,3783,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/067/475/GCA_002067475.1_ASM206747v1,
GCA_002067975.1,Syntrophorhabdus sp. PtaU1.Bin058,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PtaU1.Bin058,SAMN04534968,PRJNA310790,sludge wastewater metagenome,Nobu et al. 2017,Engineered,GCA_002067975.1,Contig,3.44512,51.1,,MVRS01,263,3200,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/067/975/GCA_002067975.1_ASM206797v1,
GCA_001829455.1,Spirochaetes bacterium RBG_13_51_14,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,,SAMN04314297,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001829455.1,Scaffold,3.56319,51.1,,MIBH01,84,2923,2016-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/455/GCA_001829455.1_ASM182945v1,
GCA_000421285.1,Desulfotignum balticum DSM 7044,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 7044,SAMN02440581,PRJNA195832,JGI Isolate sequencing,NA,Isolate,GCA_000421285.1,Contig,5.11876,51.2,,ATWO01,5,4623,2013-07-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/421/285/GCA_000421285.1_ASM42128v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/285/GCF_000421285.1_ASM42128v1
GCA_002419525.1,Syntrophaceae bacterium UBA5726,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA5726,SAMN06452025,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002419525.1,Scaffold,2.56334,51.3,,DIGI01,91,0,2017-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/419/525/GCA_002419525.1_ASM241952v1,
GCA_003557245.1,Balneolia bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,CSSed10_409R1,SAMN08574601,PRJNA434545,soda lake metagenome,NA,Freshwater,GCA_003557245.1,Contig,2.69187,51.3,,PWPG01,533,0,2018-09-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/557/245/GCA_003557245.1_ASM355724v1,
GCA_002067825.1,Syntrophus sp. PtaB.Bin075,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PtaB.Bin075,SAMN04591939,PRJNA310790,sludge wastewater metagenome,Nobu et al. 2017,Engineered,GCA_002067825.1,Contig,2.69868,51.3,,MVQV01,116,2511,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/067/825/GCA_002067825.1_ASM206782v1,
GCA_000174435.1,Desulfonatronospira thiodismutans ASO3-1,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,ASO3-1,SAMN02441800,PRJNA31051,JGI Isolate sequencing,NA,Isolate,GCA_000174435.1,Scaffold,4.10739,51.3,,ACJN02,5,3729,2009-03-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/435/GCA_000174435.1_ASM17443v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/435/GCF_000174435.1_ASM17443v1
GCA_003857395.1,Geobacter sp.,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,metabat2.715,SAMN10417397,PRJNA330672,Sediment metagenome/Wetlands Sediment,Dalcin Martins et al. 2018,Sediment,GCA_003857395.1,Contig,4.33198,51.3,,RPRC01,621,4149,2018-12-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/857/395/GCA_003857395.1_ASM385739v1,
GCA_000350545.1,Desulfotignum phosphitoxidans DSM 13687,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 13687,SAMN02469830,PRJNA187267,Isolate sequencing,Poehlein et al. 2013,Isolate,GCA_000350545.1,Contig,4.99876,51.3,,APJX01,38,4556,2013-04-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/545/GCA_000350545.1_DPO2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/545/GCF_000350545.1_DPO2
GCA_000430905.1,Methanocorpusculum bavaricum DSM 4179,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,DSM 4179,SAMN02441137,PRJNA188868,JGI Isolate sequencing,NA,Isolate,GCA_000430905.1,Scaffold,1.70678,51.4,,AUMX01,27,1689,2013-07-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/905/GCA_000430905.1_ASM43090v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/905/GCF_000430905.1_ASM43090v1
GCA_002287215.1,Methanocorpusculum parvum,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,XII,SAMN04229038,PRJNA300717,Isolate sequencing,Gilmore et al. 2017,Isolate,GCA_002287215.1,Contig,1.70913,51.4,,LMVO01,47,1688,2017-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/287/215/GCA_002287215.1_ASM228721v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/215/GCF_002287215.1_ASM228721v1
GCA_002839675.1,Methanomicrobiales archaeon HGW-Methanomicrobiales-1,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,HGW-Methanomicrobiales-1,SAMN06767735,PRJNA321556,groundwater metagenome/Subsurface,Hernsdorf et al. 2017,Subsurface,GCA_002839675.1,Scaffold,2.47008,51.4,,PGYM01,5,2456,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/839/675/GCA_002839675.1_ASM283967v1,
GCA_001797745.1,Deltaproteobacteria bacterium RBG_13_52_11,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,,SAMN04313986,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001797745.1,Scaffold,2.53626,51.4,,MGQF01,107,2148,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/797/745/GCA_001797745.1_ASM179774v1,
GCA_002451165.1,Nitrospiraceae bacterium UBA6905,Bacteria;Nitrospirae;Nitrospira,Nitrospirae,Nitrospirae,UBA6905,SAMN06453032,PRJNA348753,Parks 2017 UBA reassembly,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",Estuary,GCA_002451165.1,Contig,2.9803,51.5,,DKBH01,127,0,2017-10-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/451/165/GCA_002451165.1_ASM245116v1,
GCA_000013405.1,Syntrophus aciditrophicus SB,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SB,SAMN02603418,PRJNA16258,Isolate sequencing,McInnerey et al. 2007,Engineered,GCA_000013405.1,Complete,3.1793,51.5,chromosome:NC_007759.1/CP000252.1,,1,2897,2006-01-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/405/GCA_000013405.1_ASM1340v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/405/GCF_000013405.1_ASM1340v1
GCA_001799505.1,Desulfuromonadales bacterium GWD2_54_10,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,,SAMN04313904,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001799505.1,Scaffold,2.69771,51.6,,MGTP01,243,1869,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/799/505/GCA_001799505.1_ASM179950v1,
GCA_002423615.1,Desulfobacteraceae bacterium UBA5616,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA5616,SAMN06451147,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002423615.1,Scaffold,3.65934,51.6,,DIKO01,121,0,2017-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/423/615/GCA_002423615.1_ASM242361v1,
GCA_002347685.1,Syntrophaceae bacterium UBA2280,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA2280,SAMN06452307,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002347685.1,Scaffold,3.86828,51.6,,DDWS01,71,0,2017-09-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/347/685/GCA_002347685.1_ASM234768v1,
GCA_002327225.1,Desulfobulbaceae bacterium UBA2213,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA2213,SAMN06452193,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002327225.1,Scaffold,2.45567,51.7,,DCUN01,214,0,2017-09-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/327/225/GCA_002327225.1_ASM232722v1,
GCA_001797165.1,Chloroflexi bacterium RIFOXYD12_FULL_57_15,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,,SAMN04316230,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001797165.1,Scaffold,2.85001,51.7,,MGOQ01,998,1350,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/797/165/GCA_001797165.1_ASM179716v1,
GCA_000961725.1,Desulfobulbaceae bacterium BRH_c16a,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,BRH_c16a,SAMN03400143,PRJNA257561,"rock porewater metagenome, deep Subsurface",NA,Subsurface,GCA_000961725.1,Contig,6.51585,51.7,,LADS01,72,5037,2015-03-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/725/GCA_000961725.1_41k,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/961/725/GCF_000961725.1_41k
GCA_001604475.1,Synergistales bacterium Syner_03,Bacteria;Synergistetes;Synergistia,Synergistetes,Synergistetes,Syner_03,SAMN03837573,PRJNA284316,anaerobic digester metagenome,NA,Engineered,GCA_001604475.1,Scaffold,1.90923,52,,LVBQ01,218,0,2016-03-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/604/475/GCA_001604475.1_ASM160447v1,
GCA_003235955.1,Phycisphaerales bacterium,Bacteria;PVC group;Planctomycetes,PVC;Planctomycetes,PVC,SZUA-269,SAMN09287817,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003235955.1,Contig,2.35835,52,,QJWN01,680,0,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/235/955/GCA_003235955.1_ASM323595v1,
GCA_000512235.1,Syntrophorhabdus aromaticivorans UI,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UI,SAMN02597160,PRJNA63195,JGI Isolate sequencing,Nobu et al. 2014,Isolate,GCA_000512235.1,Scaffold,3.75948,52,,AJUN01,3,3427,2013-12-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/235/GCA_000512235.1_ASM51223v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/235/GCF_000512235.1_ASM51223v1
GCA_002298165.1,Desulfarculales bacterium UBA702,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA702,SAMN06453163,PRJNA348753,Parks 2017 UBA reassembly,Comparative metagenome analyses of anode-associated microbial communities developed in Wetlands field-soil microbial fuel cells,Wetlands,GCA_002298165.1,Scaffold,4.62676,52,,DBMI01,119,0,2017-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/298/165/GCA_002298165.1_ASM229816v1,
GCA_003252075.1,Nitrospirae bacterium,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,SZUA-452,SAMN09288000,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003252075.1,Contig,2.85762,52.1,,QKDO01,146,0,2018-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/252/075/GCA_003252075.1_ASM325207v1,
GCA_900167065.1,Desulfovibrio bizertensis DSM 18034,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 18034,SAMN02745702,PRJEB19581,JGI Isolate sequencing,NA,Isolate,GCA_900167065.1,Scaffold,3.26641,52.1,,FUYA01,27,2892,2017-03-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/167/065/GCA_900167065.1_IMG-taxon_2568526004_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/167/065/GCF_900167065.1_IMG-taxon_2568526004_annotated_assembly
GCA_000931935.2,Dethiosulfatarculus sandiegensis,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SPR,SAMN02419822,PRJNA229756,Isolate sequencing,NA,Isolate,GCA_000931935.2,Scaffold,5.93499,52.1,,AZAC01,82,4914,2015-02-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/931/935/GCA_000931935.2_ASM93193v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/935/GCF_000931935.2_ASM93193v2
GCA_001803845.1,Nitrospirae bacterium RBG_19FT_COMBO_55_12,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,,SAMN04314067,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001803845.1,Scaffold,1.74475,52.2,,MHEM01,172,1067,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/803/845/GCA_001803845.1_ASM180384v1,
GCA_003567495.1,Candidatus Brocadiaceae bacterium,Bacteria;PVC group;Planctomycetes,PVC;Planctomycetes,PVC,T3Sed10_170,SAMN08574867,PRJNA434545,soda lake metagenome,NA,Freshwater,GCA_003567495.1,Contig,2.15934,52.3,,PWZK01,387,0,2018-09-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/567/495/GCA_003567495.1_ASM356749v1,
GCA_003234985.1,Nitrospirae bacterium,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,SZUA-301,SAMN09287849,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003234985.1,Contig,3.37896,52.3,,QJXT01,252,0,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/234/985/GCA_003234985.1_ASM323498v1,
GCA_002471555.1,Desulfovibrio sp. UBA7315,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA7315,SAMN06450337,PRJNA348753,Parks 2017 UBA reassembly,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,Marine,GCA_002471555.1,Scaffold,2.68754,52.4,,DKQF01,16,0,2017-10-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/471/555/GCA_002471555.1_ASM247155v1,
GCA_002781445.1,Nitrospirae bacterium CG17_big_fil_post_rev_8_21_14_2_50_50_9,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,CG17_big_fil_post_rev_8_21_14_2_50_50_9,SAMN06659601,PRJNA362739,aquifer metagenome,Probst et al. 2042,Subsurface,GCA_002781445.1,Scaffold,2.93841,52.4,,PFFA01,390,2749,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/445/GCA_002781445.1_ASM278144v1,
GCA_002711645.1,Desulfovibrio sp.,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SP109,SAMN07618687,PRJNA391943,Marine metagenome,Tully et al. 2018,Marine,GCA_002711645.1,Contig,3.48488,52.4,,PARK01,16,3214,2017-10-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/711/645/GCA_002711645.1_ASM271164v1,
GCA_001602685.1,Methanomicrobiales archaeon Methan_05,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,Methan_05,SAMN03837487,PRJNA284316,anaerobic digester metagenome,NA,Engineered,GCA_001602685.1,Scaffold,1.84465,52.5,,LUYI01,386,0,2016-03-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/685/GCA_001602685.1_ASM160268v1,
GCA_002774505.1,Nitrospirae bacterium CG08_land_8_20_14_0_20_52_24,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,CG08_land_8_20_14_0_20_52_24,SAMN06659284,PRJNA362739,aquifer metagenome,Probst et al. 2040,Subsurface,GCA_002774505.1,Scaffold,2.94638,52.5,,PEYF01,296,2710,2017-11-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/774/505/GCA_002774505.1_ASM277450v1,
GCA_002298725.1,Desulfovibrio sp. UBA728,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA728,SAMN06452898,PRJNA348753,Parks 2017 UBA reassembly,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses,Marine,GCA_002298725.1,Scaffold,3.11972,52.5,,DBLI01,330,0,2017-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/298/725/GCA_002298725.1_ASM229872v1,
GCA_003247215.1,Malonomonas rubra,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SZUA-375,SAMN09287923,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003247215.1,Contig,3.12758,52.5,,QKAP01,149,0,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/247/215/GCA_003247215.1_ASM324721v1,
GCA_004525155.1,Spirochaetales bacterium,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,das_tool.metabat2.70,SAMN11127099,PRJNA511814,bothnian sea metagenome,NA,Marine,GCA_004525155.1,Contig,3.17684,52.5,,SPDA01,687,3159,2019-03-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/525/155/GCA_004525155.1_ASM452515v1,
GCA_900290365.1,Syntrophobacter sp. SbD1,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,Peat soil MAG SbD1,SAMN07714396,PRJEB24926,Schloppnerbrunnen fens metagenome,Hausmann et al. 2019,Wetlands,GCA_900290365.1,Scaffold,4.66556,52.5,,OMOE01,182,4056,2018-03-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/290/365/GCA_900290365.1_SbD1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/290/365/GCF_900290365.1_SbD1
GCA_900109885.1,Syntrophus gentianae,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 8423,SAMN04489760,PRJEB16881,JGI Isolate sequencing,NA,Isolate,GCA_900109885.1,Scaffold,3.71669,52.6,,FOBS01,71,3249,2016-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/885/GCA_900109885.1_IMG-taxon_2634166346_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/885/GCF_900109885.1_IMG-taxon_2634166346_annotated_assembly
GCA_003553695.1,Desulfonatronospira sp.,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,T1Sed10_59,SAMN08575132,PRJNA434545,soda lake metagenome,NA,Freshwater,GCA_003553695.1,Contig,2.03511,52.7,,PWFB01,209,0,2018-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/553/695/GCA_003553695.1_ASM355369v1,
