user_genome	classification	fastani_reference	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	classification_method	note	other_related_references(genome_id,species_name,ANI,AF)
bacteria15470	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria15087	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria15477	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria15495	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria15562	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria15553	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20671	d__Bacteria;p__UBA6262;c__UBA6262;o__UBA6262;f__UBA6262;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20695	d__Bacteria;p__UBA6262;c__UBA6262;o__UBA6262;f__UBA6262;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07862	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__CG1-02-37-114;f__XYA2-FULL-39-19;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07857	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__XYA2-FULL-47-53;g__XYA2-FULL-47-53;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07861	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__XYA2-FULL-47-53;g__XYA2-FULL-47-53;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07869	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__XYA2-FULL-47-53;g__XYA2-FULL-47-53;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07835	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__UBA9959;g__UBA9959;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria21278	d__Bacteria;p__Goldbacteria-1;c__Goldbacteria-1;o__Goldbacteria-1;f__Goldbacteria-1;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20914	d__Bacteria;p__Goldbacteria-1;c__Goldbacteria-1;o__Goldbacteria-1;f__Goldbacteria-1;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20470	d__Bacteria;p__Goldbacteria-1;c__Goldbacteria-1;o__Goldbacteria-1;f__Goldbacteria-1;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23296	d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23313	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20622	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20745	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20486	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20497	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20491	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21052	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21020	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20667	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20845	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20744	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20876	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20828	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20475	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20445	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20436	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20444	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20625	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria21049	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20440	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20451	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20458	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20707	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20453	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20442	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20809	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria21019	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20812	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20752	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20754	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria06360	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA5072;g__UBA5072;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23281	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23276	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23293	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20488	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria00203	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23308	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__TTA-H9;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23258	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21187	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__UBA10882;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21130	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23312	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23310	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20431	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23275	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23306	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23285	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23273	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23302	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23299	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23303	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__UBA8416;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23287	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23301	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23283	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23284	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23294	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23286	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23292	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23307	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23274	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20830	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20689	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria08719	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae_B;g__UBA12037;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria08672	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria08743	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria08671	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA5200;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria21401	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20454	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20697	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21402	d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria21452	d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20275	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20480	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__Solibacter;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20842	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__Solibacter;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20685	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__UBA4085;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20664	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__UBA4085;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23264	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23315	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20443	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria06661	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA8522;g__UBA8522;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23314	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA8522;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria06570	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA8522;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23317	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA8522;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria16022	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__Desulfurivibrio;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria00229	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23290	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria00193	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria15970	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__UBA2156;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria12088	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__UBA2156;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria09687	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae;g__Desulfococcus;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria08785	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae;g__Desulfococcus;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07780	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23282	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria21170	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23265	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23304	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23272	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23309	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__RBG-16-49-23;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23257	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__RBG-16-49-23;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23268	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__RBG-16-49-23;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23316	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__RBG-16-49-23;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23263	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__RBG-16-49-23;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
archaea01057	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__RBG-16-49-23;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23269	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__RBG-16-49-23;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23318	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__RBG-16-49-23;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07783	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07739	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20675	d__Bacteria;p__Desulfobacterota;c__BSN033;o__SM23-61;f__SM23-61;g__SM23-61;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23270	d__Bacteria;p__Desulfobacterota;c__BSN033;o__SM23-61;f__SM23-61;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07791	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23277	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20503	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20615	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20400	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria21351	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria21335	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20931	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20309	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20505	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20361	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21162	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20316	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21230	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21102	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20292	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21197	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20330	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20446	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
