genome_name,original_name,genome_size,completeness,redundancy,GC.,taxonomy,ncbi_taxonomy,Phylum,Group,gtdb_taxonomy,Strain,BioSample,BioProject,Level,Scaffolds,Release.Date,Study,Environment,Code
bacteria15924,GCA_002419605.1,2.33,73.05478751,1.290322581,43,Smithella sp. UBA5724,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__,UBA5724,SAMN06452027,PRJNA348753,Scaffold,297,2017-10-03T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_enrichment,Hydrocarbon_Contaminated_Site
bacteria15970,GCA_002420525.1,2.88,95.16129032,0.64516129,45.8,Desulfobacteraceae bacterium UBA5681,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__,UBA5681,SAMN06455111,PRJNA348753,Scaffold,71,2017-10-03T00:00:00Z,Parks2017,Tara_ocean,Marine
bacteria16029,GCA_002421695.1,2.68,81.76139273,1.290322581,43,Smithella sp. UBA6208,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__,UBA6208,SAMN06455447,PRJNA348753,Scaffold,284,2017-10-04T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria16068,GCA_002422465.1,2.8,91.95517493,4.944727891,45,Peptococcaceae bacterium UBA6129,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__DRI-13;g__;s__,UBA6129,SAMN06453258,PRJNA348753,Scaffold,154,2017-10-04T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria16099,GCA_002423105.1,3.55,79.8245614,0,54.6,Geobacter sp. UBA6151,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__Geobacter_C;s__,UBA6151,SAMN06453524,PRJNA348753,Scaffold,68,2017-10-04T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria16125,GCA_002423615.1,3.66,93.5483871,2.956989247,51.6,Desulfobacteraceae bacterium UBA5616,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,UBA5616,SAMN06451147,PRJNA348753,Scaffold,121,2017-10-04T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria16132,GCA_002423765.1,3.99,92.00903263,3.846153846,35.3,Firmicutes bacterium UBA5526,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__,UBA5526,SAMN06457710,PRJNA348753,Scaffold,97,2017-10-04T00:00:00Z,Parks2017,NYC_subway,Built_Environment
bacteria16150,GCA_002424125.1,3.05,92.84863946,3.656462585,46.9,Syntrophomonas sp. UBA5481,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA5481,SAMN06451600,PRJNA348753,Scaffold,138,2017-10-04T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria16176,GCA_002424635.1,2.95,70.1754386,0.877192982,50.2,Desulfobulbaceae bacterium UBA5611,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__,UBA5611,SAMN06451152,PRJNA348753,Scaffold,95,2017-10-04T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria16238,GCA_002425885.1,4.11,86.51685393,0,41.4,Spirochaetia bacterium UBA5550,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__,UBA5550,SAMN06455389,PRJNA348753,Scaffold,393,2017-10-04T00:00:00Z,Parks2017,Dechlorination_culture,Engineered
bacteria16256,GCA_002426245.1,3.05,95.27089407,2.763605442,47.1,Syntrophomonas sp. UBA5504,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA5504,SAMN06457447,PRJNA348753,Scaffold,116,2017-10-04T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria16275,GCA_002426625.1,3.09,94.68742992,2.593537415,46.9,Syntrophomonas sp. UBA5443,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__,UBA5443,SAMN06456528,PRJNA348753,Scaffold,145,2017-10-04T00:00:00Z,Parks2017,Liquor_fermentation,Sediment
bacteria16369,GCA_002428495.1,2.15,100,0,47.1,Synergistaceae bacterium UBA6101,Bacteria;Synergistetes;Synergistia,Synergistaceae,Synergistaceae,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__,UBA6101,SAMN06455158,PRJNA348753,Scaffold,31,2017-10-04T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria16379,GCA_002428705.1,4.54,100,0,67.3,Desulfovibrio sp. UBA6079,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__,UBA6079,SAMN06455611,PRJNA348753,Scaffold,72,2017-10-04T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria16382,GCA_002428765.1,2.3,84.52380952,1.420068027,44.6,Desulfosporosinus sp. UBA6075,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__,UBA6075,SAMN06455615,PRJNA348753,Scaffold,62,2017-10-04T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria16593,GCA_002432985.1,3.34,84.47516641,3.225806452,57.7,Syntrophaceae bacterium UBA5828,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__,UBA5828,SAMN06453965,PRJNA348753,Scaffold,266,2017-10-04T00:00:00Z,Parks2017,Dechlorination_culture,Engineered
bacteria16738,GCA_002435875.1,2.89,83.85321101,2.47706422,59.7,Anaerolineales bacterium UBA6131,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__;s__,UBA6131,SAMN06452783,PRJNA348753,Scaffold,286,2017-10-04T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria17013,GCA_002441385.1,2.08,89.71518987,1.380897583,46.3,Firmicutes bacterium UBA6245,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__,UBA6245,SAMN06455983,PRJNA348753,Scaffold,150,2017-10-04T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria17128,GCA_002448235.1,3.77,92.25806452,1.290322581,54.5,Syntrophaceae bacterium UBA6087,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__,UBA6087,SAMN06452883,PRJNA348753,Contig,18,2017-10-04T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria17162,GCA_002448905.1,3.49,94.95464853,1.785714286,63.2,Desulfobulbaceae bacterium UBA6913,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA5123;s__,UBA6913,SAMN06450854,PRJNA348753,Scaffold,105,2017-10-05T00:00:00Z,Parks2017,Queensland_river,Estuary
bacteria17275,GCA_002451165.1,2.98,86.26262626,5.454545455,51.5,Nitrospiraceae bacterium UBA6905,Bacteria;Nitrospirae;Nitrospira,Nitrospirae,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__,UBA6905,SAMN06453032,PRJNA348753,Contig,127,2017-10-05T00:00:00Z,Parks2017,Queensland_river,Estuary
bacteria17323,GCA_002452125.1,3.39,99.06759907,2.097902098,38.1,Firmicutes bacterium UBA6827,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__,UBA6827,SAMN06450755,PRJNA348753,Scaffold,36,2017-10-05T00:00:00Z,Parks2017,NYC_subway,Built_Environment
bacteria17335,GCA_002452365.1,3.05,87.78033794,2.258064516,43.2,Smithella sp. UBA6798,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__,UBA6798,SAMN06454976,PRJNA348753,Scaffold,271,2017-10-05T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria17348,GCA_002452635.1,3.61,83.36072759,3.25443787,68.8,Desulfovibrionaceae bacterium UBA6814,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__,UBA6814,SAMN06456988,PRJNA348753,Scaffold,290,2017-10-05T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria17349,GCA_002452655.1,2.46,82.94024377,0.632911392,45.4,Firmicutes bacterium UBA6813,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__,UBA6813,SAMN06456987,PRJNA348753,Scaffold,266,2017-10-05T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria17529,GCA_002469335.1,2.1,86.30198915,0.632911392,46.2,Firmicutes bacterium UBA6800,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__,UBA6800,SAMN06451966,PRJNA348753,Scaffold,173,2017-10-05T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria17632,GCA_002471555.1,2.69,54.43786982,0.295857988,52.4,Desulfovibrio sp. UBA7315,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__,UBA7315,SAMN06450337,PRJNA348753,Scaffold,16,2017-10-06T00:00:00Z,Parks2017,Tara_ocean,Marine
bacteria17822,GCA_002478265.1,2.34,87.09677419,0.860215054,47.7,Syntrophaceae bacterium UBA7520,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,UBA7520,SAMN06455581,PRJNA348753,Scaffold,40,2017-10-06T00:00:00Z,Parks2017,Coalbed_methane_well,Subsurface
bacteria17823,GCA_002478275.1,1.81,80,2.361111111,62.8,Actinobacteria bacterium UBA7524,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA912;g__;s__,UBA7524,SAMN06455585,PRJNA348753,Scaffold,60,2017-10-06T00:00:00Z,Parks2017,Coalbed_methane_well,Subsurface
bacteria17870,GCA_002479215.1,2.98,88.38709677,0.64516129,43.1,Syntrophaceae bacterium UBA7544,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,UBA7544,SAMN06455316,PRJNA348753,Scaffold,305,2017-10-06T00:00:00Z,Parks2017,SPRUCE,Sediment
bacteria18037,GCA_002482545.1,3.58,84.30379747,2.848101266,56,Sporomusaceae bacterium UBA7701,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__;g__;s__,UBA7701,SAMN06451211,PRJNA348753,Scaffold,25,2017-10-06T00:00:00Z,Parks2017,Anode_electricity_methanol,Engineered
bacteria18042,GCA_002482655.1,2.81,70.96774194,0,61.5,Geobacter sp. UBA7696,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__,UBA7696,SAMN06453385,PRJNA348753,Scaffold,9,2017-10-06T00:00:00Z,Parks2017,Anode_electricity_methanol,Engineered
bacteria19726,GCA_003020045.1,3.01,97.31543624,0.33557047,55.6,Ethanoligenens harbinense YUAN-3 ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__,YUAN-3,SAMN00008641,PRJNA421875,Complete,1,2018-03-27T00:00:00Z,Reference,Reference,Isolate
bacteria20068,GCA_003132645.1,3.24,85.63218391,2.155172414,68.6,Actinobacteria bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__;s__,Sediment_645,SAMN08179422,PRJNA386568,Scaffold,370,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Sediment
bacteria20100,GCA_003133285.1,1.87,85.8531746,1.174603175,68.3,Coriobacteriia bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__;g__;s__,Sediment_660,SAMN08179469,PRJNA386568,Scaffold,220,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Sediment
bacteria20231,GCA_003136095.1,6.03,85.14592934,1.313364055,66.1,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__,Wetland_1138,SAMN08179765,PRJNA386568,Scaffold,456,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20275,GCA_003137035.1,5.07,87.81067251,2.631578947,64.6,Solibacterales bacterium,Bacteria;Acidobacteria;Solibacteres,Acidobacteria,Acidobacteria,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__,Wetland_235,SAMN08179260,PRJNA386568,Scaffold,549,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20292,GCA_003138315.1,3.25,94.30875576,2.186379928,43.1,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1111,SAMN08179234,PRJNA386568,Scaffold,291,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20309,GCA_003138675.1,3.25,94.28315412,1.935483871,43.3,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1109,SAMN08179199,PRJNA386568,Scaffold,281,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20316,GCA_003138835.1,3.41,96.4516129,1.64874552,43.2,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1108,SAMN08179188,PRJNA386568,Scaffold,191,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20330,GCA_003139105.1,3.38,94.19354839,1.64874552,43.3,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1107,SAMN08179168,PRJNA386568,Scaffold,198,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20361,GCA_003139775.1,3.42,96.4516129,1.326164875,43.2,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1110,SAMN08179212,PRJNA386568,Scaffold,206,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20400,GCA_003140615.1,3.18,93.70455709,1.326164875,43.1,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__,Wetland_1171,SAMN08180183,PRJNA386568,Scaffold,301,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20431,GCA_003141275.1,3.05,96.00753525,3.475935829,49.2,Phycisphaerales bacterium,Bacteria;PVC group;PVC,PVC,PVC,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__,Wetland_1362,SAMN08180155,PRJNA386568,Scaffold,104,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20436,GCA_003141415.1,5.26,92.2963506,3.333333333,37.4,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_983,SAMN08180144,PRJNA386568,Scaffold,279,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20440,GCA_003141495.1,3.51,91.64814815,3.253968254,38.2,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_982,SAMN08180139,PRJNA386568,Scaffold,135,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20442,GCA_003141525.1,4.82,94.77248677,2.857142857,38,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_980,SAMN08180130,PRJNA386568,Scaffold,241,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20443,GCA_003141555.1,3.79,93.84615385,3.418803419,62.8,Candidatus Aminicenantes bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Aminicenantes,Aminicenantes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__,Wetland_413,SAMN08180128,PRJNA386568,Scaffold,33,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20444,GCA_003141575.1,5.42,90.41269841,9.682539683,37.6,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_978,SAMN08180126,PRJNA386568,Scaffold,316,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20445,GCA_003141595.1,3.74,95.71428571,3.095238095,41.6,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_977,SAMN08180122,PRJNA386568,Scaffold,37,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20451,GCA_003141715.1,3.7,90.49206349,4.285714286,38.2,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_976,SAMN08180110,PRJNA386568,Scaffold,148,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20453,GCA_003141755.1,4.84,93.48677249,6.632275132,38.1,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_975,SAMN08180106,PRJNA386568,Scaffold,294,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20458,GCA_003141895.1,4.01,98.79365079,2.142857143,38,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_974,SAMN08180096,PRJNA386568,Scaffold,46,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20475,GCA_003142255.1,3.73,97.61904762,2.142857143,41.8,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_984,SAMN08180153,PRJNA386568,Scaffold,19,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20477,GCA_003142295.1,3.28,92.41935484,4.301075269,48,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__,Wetland_1168,SAMN08180146,PRJNA386568,Scaffold,250,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20480,GCA_003142355.1,6.56,85.58845029,3.947368421,63,Solibacterales bacterium,Bacteria;Acidobacteria;Solibacteres,Acidobacteria,Acidobacteria,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__,Wetland_415,SAMN08180136,PRJNA386568,Scaffold,436,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20486,GCA_003142475.1,3.58,97.79599271,4.826958106,41.3,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,Wetland_1300,SAMN08180131,PRJNA386568,Scaffold,81,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20489,GCA_003142535.1,2.93,93.5483871,1.290322581,43.4,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1166,SAMN08180125,PRJNA386568,Scaffold,70,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20491,GCA_003142575.1,3.28,95.61020036,5.94469283,43.5,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,Wetland_1299,SAMN08180123,PRJNA386568,Scaffold,152,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20494,GCA_003142635.1,3.47,92.74193548,2.173579109,49.6,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__,Wetland_1164,SAMN08180118,PRJNA386568,Scaffold,260,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
