user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCA_000186885.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus propionicus	GCA_000186885.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus propionicus	100.0	1.0	GCA_000186885.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus propionicus	100.0	1.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000621145.1, s__Desulfobulbus elongatus, 95.0, 81.24, 0.49	90.69	11	N/A	N/A
GCA_002304835.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1422;s__UBA1422 sp002304835	GCA_002304835.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1422;s__UBA1422 sp002304835	100.0	1.0	GCA_002304835.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1422;s__UBA1422 sp002304835	100.0	1.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	88.0	11	N/A	N/A
GCA_002839285.1	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__UBA5550 sp002839285	GCA_002839285.1	95.0	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__UBA5550 sp002839285	100.0	0.99	GCA_002839285.1	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__UBA5550 sp002839285	100.0	0.99	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002425885.1, s__UBA5550 sp002425885, 95.0, 76.69, 0.12; GCA_002418835.1, s__UBA5550 sp002418835, 95.0, 76.43, 0.11	91.27	11	N/A	N/A
GCA_001618385.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter_A;s__Paludibacter_A jiangxiensis	GCF_001618385.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter_A;s__Paludibacter_A jiangxiensis	100.0	1.0	GCF_001618385.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter_A;s__Paludibacter_A jiangxiensis	100.0	1.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	96.69	11	N/A	N/A
GCA_002774365.1	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__GCA-2774365;s__GCA-2774365 sp002774365	GCA_002774365.1	95.0	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__GCA-2774365;s__GCA-2774365 sp002774365	100.0	0.99	GCA_002774365.1	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__GCA-2774365;s__GCA-2774365 sp002774365	100.0	0.99	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	87.3	11	N/A	N/A
GCA_002841395.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__UBA7703 sp002841395	GCA_002841395.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__UBA7703 sp002841395	100.0	1.0	GCA_002841395.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__UBA7703 sp002841395	100.0	1.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002482505.1, s__UBA7703 sp002482505, 95.0, 82.75, 0.64; GCA_003486785.1, s__UBA7703 sp003486785, 95.0, 82.13, 0.74; GCA_003246365.1, s__UBA7703 sp003246365, 95.0, 80.47, 0.43	97.92	11	N/A	N/A
GCA_000931935.2	d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Desulfarculales;f__Desulfarculaceae;g__Dethiosulfatarculus;s__Dethiosulfatarculus sandiegensis	GCF_000931935.2	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Desulfarculales;f__Desulfarculaceae;g__Dethiosulfatarculus;s__Dethiosulfatarculus sandiegensis	100.0	1.0	GCF_000931935.2	d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Desulfarculales;f__Desulfarculaceae;g__Dethiosulfatarculus;s__Dethiosulfatarculus sandiegensis	100.0	1.0	d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Desulfarculales;f__Desulfarculaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	97.56	11	N/A	N/A
GCA_002298165.1	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__UBA696 sp002298165	GCA_002298165.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__UBA696 sp002298165	100.0	0.99	GCA_002298165.1	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__UBA696 sp002298165	100.0	0.99	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002298995.1, s__UBA696 sp002298995, 95.0, 83.1, 0.71	89.03	11	N/A	N/A
GCA_002869665.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__BM522;s__BM522 sp002869665	GCA_002869665.1	95.0	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__BM522;s__BM522 sp002869665	100.0	0.99	GCA_002869665.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__BM522;s__BM522 sp002869665	100.0	0.99	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	82.32	11	N/A	N/A
GCA_002347365.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2279;s__UBA2279 sp002347365	GCA_002347365.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2279;s__UBA2279 sp002347365	100.0	1.0	GCA_002347365.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2279;s__UBA2279 sp002347365	100.0	1.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	94.68	11	N/A	N/A
GCA_001770075.1	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-55-31;s__XYD1-FULL-55-31 sp001770175	GCA_001770175.1	95.0	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-55-31;s__XYD1-FULL-55-31 sp001770175	99.9	0.93	GCA_001770175.1	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-55-31;s__XYD1-FULL-55-31 sp001770175	99.9	0.93	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	83.81	11	N/A	N/A
GCA_002196785.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus acididurans	GCF_001029285.1	95.0	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus acididurans	96.53	0.82	GCF_001029285.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus acididurans	96.53	0.82	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_002196705.1, s__Desulfosporosinus sp002196705, 95.0, 91.24, 0.74; GCF_000255115.2, s__Desulfosporosinus acidiphilus, 95.0, 81.23, 0.5; GCF_000231385.2, s__Desulfosporosinus meridiei, 95.0, 78.6, 0.13; GCF_000244895.1, s__Desulfosporosinus youngiae, 95.0, 78.41, 0.13; GCF_000235605.1, s__Desulfosporosinus orientis, 95.0, 78.37, 0.14; GCF_900100785.1, s__Desulfosporosinus hippei, 95.0, 78.23, 0.12; GCF_900129935.1, s__Desulfosporosinus lacus, 95.0, 78.2, 0.13; GCF_001936615.1, s__Desulfosporosinus sp001936615, 95.0, 78.0, 0.16; GCF_000960765.1, s__Desulfosporosinus sp000960765, 95.0, 77.95, 0.13; GCF_000224515.1, s__Desulfosporosinus sp000224515, 95.0, 77.79, 0.16; GCF_001707885.1, s__Desulfosporosinus sp001707885, 95.0, 77.71, 0.15; GCF_000765145.1, s__Desulfosporosinus sp000765145, 95.0, 77.68, 0.12; GCA_001516045.1, s__Desulfosporosinus sp001516045, 95.0, 77.37, 0.11; GCA_003513495.1, s__Desulfosporosinus sp003513495, 95.0, 77.3, 0.1; GCA_000770645.1, s__Desulfosporosinus sp000770645, 95.0, 77.24, 0.1; GCA_002404215.1, s__Desulfosporosinus sp002404215, 95.0, 77.0, 0.17; GCA_000961805.1, s__Desulfosporosinus sp000961805, 95.0, 76.89, 0.12; GCA_003132105.1, s__Desulfosporosinus sp003132105, 95.0, 76.82, 0.11; GCA_002413075.1, s__Desulfosporosinus sp002413075, 95.0, 76.71, 0.11	98.25	11	N/A	N/A
GCA_000739515.1	d__Bacteria;p__Moduliflexota;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__Moduliflexus;s__Moduliflexus flocculans	GCA_000739515.1	95.0	d__Bacteria;p__Moduliflexota;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__Moduliflexus;s__Moduliflexus flocculans	100.0	1.0	GCA_000739515.1	d__Bacteria;p__Moduliflexota;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__Moduliflexus;s__Moduliflexus flocculans	100.0	1.0	d__Bacteria;p__Moduliflexota;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	93.1	11	N/A	N/A
GCA_002387895.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J tunisiense	GCF_000300195.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J tunisiense	95.03	0.88	GCF_000300195.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J tunisiense	95.03	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000447315.1, s__Clostridium_J sp000447315, 95.0, 84.66, 0.71; GCA_002381695.1, s__Clostridium_J sp002381695, 95.0, 78.12, 0.19; GCF_000732635.1, s__Clostridium_J sulfidigenes, 95.0, 78.09, 0.18; GCA_002453475.1, s__Clostridium_J sp002453475, 95.0, 77.79, 0.17; GCA_002341865.1, s__Clostridium_J sp002341865, 95.0, 77.68, 0.18; GCA_002316385.1, s__Clostridium_J sp002316385, 95.0, 77.67, 0.17; GCA_002455975.1, s__Clostridium_J sp002455975, 95.0, 77.64, 0.17; GCF_000816675.1, s__Clostridium_J argentinense, 95.0, 77.58, 0.2; GCF_000612845.1, s__Clostridium_J ihumii, 95.0, 77.57, 0.15; GCF_000821305.1, s__Clostridium_J sp000821305, 95.0, 77.26, 0.12; GCF_000285575.1, s__Clostridium_J senegalense, 95.0, 77.19, 0.17	91.33	11	N/A	Genome has more than 10.8% of markers with multiple hits
GCA_003153955.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__Fen-1064;s__Fen-1064 sp003153955	GCA_003153955.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__Fen-1064;s__Fen-1064 sp003153955	100.0	0.99	GCA_003153955.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__Fen-1064;s__Fen-1064 sp003153955	100.0	0.99	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__Fen-1064;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003162335.1, s__Fen-1064 sp003162335, 95.0, 78.55, 0.32; GCA_003153075.1, s__Fen-1064 sp003153075, 95.0, 77.45, 0.29	72.94	11	N/A	N/A
GCA_001771545.1	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__XYD2-FULL-41-8;s__XYD2-FULL-41-8 sp001771545	GCA_001771545.1	95.0	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__XYD2-FULL-41-8;s__XYD2-FULL-41-8 sp001771545	100.0	0.99	GCA_001771545.1	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__XYD2-FULL-41-8;s__XYD2-FULL-41-8 sp001771545	100.0	0.99	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	86.96	11	N/A	N/A
GCA_002411325.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__UBA4844 sp002398105	GCA_002398105.1	95.0	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__UBA4844 sp002398105	99.6	0.93	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__UBA4844 sp002398105	99.6	0.93	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002424365.1, s__UBA4844 sp002424365, 95.0, 77.77, 0.26	97.02	11	N/A	N/A
GCA_002753305.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__HCH-1;s__HCH-1 sp002753305	GCA_002753305.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__HCH-1;s__HCH-1 sp002753305	100.0	0.99	GCA_002753305.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__HCH-1;s__HCH-1 sp002753305	100.0	0.99	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__HCH-1;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001541255.1, s__HCH-1 sp001541255, 95.0, 78.81, 0.42	69.74	11	N/A	N/A
GCA_000816575.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter anodireducens	GCF_001628815.1	95.0	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter anodireducens	99.48	0.92	GCF_001628815.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter anodireducens	99.48	0.92	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000007985.2, s__Geobacter sulfurreducens, 95.0, 92.7, 0.85; GCF_000817955.1, s__Geobacter pickeringii, 95.0, 80.71, 0.47; GCF_000012925.1, s__Geobacter metallireducens, 95.0, 80.7, 0.48	96.39	11	N/A	N/A
GCA_003170055.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__Fen-1308;s__Fen-1308 sp003170655	GCA_003170655.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__Fen-1308;s__Fen-1308 sp003170655	98.12	0.77	GCA_003170655.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__Fen-1308;s__Fen-1308 sp003170655	98.12	0.77	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	75.6	11	N/A	N/A
GCA_003136095.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__Fen-1118 sp003136095	GCA_003136095.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__Fen-1118 sp003136095	100.0	0.99	GCA_003136095.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__Fen-1118 sp003136095	100.0	0.99	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003159055.1, s__Fen-1118 sp003159055, 95.0, 78.28, 0.31	80.89	11	N/A	N/A
GCA_000255115.3	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus acidiphilus	GCF_000255115.2	95.0	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus acidiphilus	100.0	1.0	GCF_000255115.2	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus acidiphilus	100.0	1.0	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001029285.1, s__Desulfosporosinus acididurans, 95.0, 81.33, 0.53; GCF_002196705.1, s__Desulfosporosinus sp002196705, 95.0, 81.22, 0.51; GCF_000235605.1, s__Desulfosporosinus orientis, 95.0, 78.78, 0.14; GCF_000231385.2, s__Desulfosporosinus meridiei, 95.0, 78.66, 0.12; GCF_000224515.1, s__Desulfosporosinus sp000224515, 95.0, 78.34, 0.16; GCF_000244895.1, s__Desulfosporosinus youngiae, 95.0, 78.29, 0.13; GCF_000960765.1, s__Desulfosporosinus sp000960765, 95.0, 78.25, 0.14; GCF_001707885.1, s__Desulfosporosinus sp001707885, 95.0, 77.87, 0.15; GCF_000765145.1, s__Desulfosporosinus sp000765145, 95.0, 77.8, 0.12; GCF_900100785.1, s__Desulfosporosinus hippei, 95.0, 77.74, 0.11; GCF_001936615.1, s__Desulfosporosinus sp001936615, 95.0, 77.6, 0.14; GCA_000770645.1, s__Desulfosporosinus sp000770645, 95.0, 77.41, 0.11; GCA_000961805.1, s__Desulfosporosinus sp000961805, 95.0, 77.4, 0.13; GCF_900129935.1, s__Desulfosporosinus lacus, 95.0, 77.4, 0.12; GCA_001516045.1, s__Desulfosporosinus sp001516045, 95.0, 77.29, 0.11; GCA_003513495.1, s__Desulfosporosinus sp003513495, 95.0, 77.13, 0.1; GCA_002404215.1, s__Desulfosporosinus sp002404215, 95.0, 76.96, 0.16; GCA_002413075.1, s__Desulfosporosinus sp002413075, 95.0, 76.64, 0.14; GCA_003132105.1, s__Desulfosporosinus sp003132105, 95.0, 76.54, 0.14	98.33	11	N/A	N/A
GCA_001707885.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp001707885	GCF_001707885.1	95.0	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp001707885	100.0	0.99	GCF_001707885.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp001707885	100.0	0.99	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000224515.1, s__Desulfosporosinus sp000224515, 95.0, 94.12, 0.81; GCF_001936615.1, s__Desulfosporosinus sp001936615, 95.0, 80.48, 0.41; GCF_000960765.1, s__Desulfosporosinus sp000960765, 95.0, 80.05, 0.35; GCA_002404215.1, s__Desulfosporosinus sp002404215, 95.0, 79.85, 0.56; GCA_001516045.1, s__Desulfosporosinus sp001516045, 95.0, 79.79, 0.4; GCF_900129935.1, s__Desulfosporosinus lacus, 95.0, 79.59, 0.33; GCA_003132105.1, s__Desulfosporosinus sp003132105, 95.0, 79.33, 0.45; GCA_000770645.1, s__Desulfosporosinus sp000770645, 95.0, 79.24, 0.33; GCA_000961805.1, s__Desulfosporosinus sp000961805, 95.0, 79.13, 0.32; GCF_000235605.1, s__Desulfosporosinus orientis, 95.0, 78.74, 0.22; GCF_900100785.1, s__Desulfosporosinus hippei, 95.0, 78.7, 0.21; GCF_000765145.1, s__Desulfosporosinus sp000765145, 95.0, 78.59, 0.22; GCA_003513495.1, s__Desulfosporosinus sp003513495, 95.0, 78.56, 0.23; GCF_000231385.2, s__Desulfosporosinus meridiei, 95.0, 78.55, 0.22; GCF_000244895.1, s__Desulfosporosinus youngiae, 95.0, 78.5, 0.25; GCA_002413075.1, s__Desulfosporosinus sp002413075, 95.0, 78.36, 0.37; GCF_002196705.1, s__Desulfosporosinus sp002196705, 95.0, 78.01, 0.17; GCF_000255115.2, s__Desulfosporosinus acidiphilus, 95.0, 77.87, 0.15; GCF_001029285.1, s__Desulfosporosinus acididurans, 95.0, 77.74, 0.15	98.04	11	N/A	N/A
GCA_002789615.1	d__Bacteria;p__Acidobacteriota;c__UM-FILTER-49-7;o__UM-FILTER-49-7;f__UM-FILTER-49-7;g__UM-FILTER-49-7;s__UM-FILTER-49-7 sp002789615	GCA_002789615.1	95.0	d__Bacteria;p__Acidobacteriota;c__UM-FILTER-49-7;o__UM-FILTER-49-7;f__UM-FILTER-49-7;g__UM-FILTER-49-7;s__UM-FILTER-49-7 sp002789615	100.0	0.99	GCA_002789615.1	d__Bacteria;p__Acidobacteriota;c__UM-FILTER-49-7;o__UM-FILTER-49-7;f__UM-FILTER-49-7;g__UM-FILTER-49-7;s__UM-FILTER-49-7 sp002789615	100.0	0.99	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	77.72	11	N/A	N/A
GCA_001803235.1	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__YB12-FULL-65-16;g__YB12-FULL-65-16;s__YB12-FULL-65-16 sp001803235	GCA_001803235.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__YB12-FULL-65-16;g__YB12-FULL-65-16;s__YB12-FULL-65-16 sp001803235	100.0	0.99	GCA_001803235.1	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__YB12-FULL-65-16;g__YB12-FULL-65-16;s__YB12-FULL-65-16 sp001803235	100.0	0.99	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	90.36	11	N/A	N/A
GCA_002298125.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__UBA701;s__UBA701 sp002298125	GCA_002298125.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__UBA701;s__UBA701 sp002298125	100.0	1.0	GCA_002298125.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__UBA701;s__UBA701 sp002298125	100.0	1.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	97.98	11	N/A	N/A
